incident_id,company_name,company_revenue_usd,country_hq,industry_primary,industry_secondary,employee_count,is_public_company,stock_ticker,incident_date,incident_date_estimated,discovery_date,disclosure_date,attack_vector_primary,attack_vector_secondary,attack_chain,attributed_group,attribution_confidence,data_compromised_records,data_type,systems_affected,downtime_hours,data_source_primary,data_source_secondary,data_source_type,confidence_tier,quality_score,quality_grade,review_flag,notes,created_at,updated_at
2023-0320-001,Kestrel Equity Capital Ltd.,14394531572.24,IL,52,,41522,True,KEC.TA,2023-03-20,False,2023-06-22,2023-07-13,apt,,Zero-day exploit in edge device → fileless implant in memory → scheduled task persistence → low-and-slow data staging → encrypted exfiltration over DNS tunneling,,,152900.0,financial,active_directory,34.4,https://www.theregister.com/2023/01/02/kestrel-equity-capit_security_incident/,https://blog.talosintelligence.com/2023/08/kestrel-equity-capit-campaign.html,verified_media,3,89.91,Gold,,,2026-02-12 10:00:00+00:00,2026-02-12 10:00:00+00:00
2022-0730-001,Sapphire Pinnacle Biotech Holdings Inc.,64314935.04,TH,62,,374,False,,2022-07-30,False,2022-08-15,2022-10-07,apt,,Zero-day exploit in edge device → fileless implant in memory → scheduled task persistence → low-and-slow data staging → encrypted exfiltration over DNS tunneling,,,23364.0,PII,"manufacturing_OT,email,payment_systems,VPN,file_servers",103.62,https://unit42.paloaltonetworks.com/threat-brief-sapphire-pinnacle-bi-2022/,,cybersecurity_firm,3,98.31,Gold,,Initially reported as IT maintenance outage; later reclassified as security incident,2026-02-12 10:00:00+00:00,2026-02-12 10:00:00+00:00
2024-0830-001,Quantum Patriot MedTech Co.,51720292.57,US,62,,358,False,,2024-08-30,False,2024-09-11,2024-12-18,malware,,Trojanized installer via SEO-poisoned download → fileless PowerShell execution → registry run-key persistence → credential dumping via LSASS → data staged for exfil,Hunters_International,probable,65421.0,PII,"VPN,HR_systems,active_directory,ERP",359.45,https://blog.talosintelligence.com/2024/01/quantum-patriot-medt-campaign.html,https://www.quantum-patriot-medtech-c.com/newsroom/2024/10/security-update,cybersecurity_firm,3,63.23,Bronze,,,2026-02-12 10:00:00+00:00,2026-02-12 10:00:00+00:00
2025-0725-001,Belfast Fabrication Group PLC,35664152045.95,GB,31-33,,146628,True,BELF.L,2025-07-25,False,2025-09-25,2025-10-02,malware,,Trojanized installer via SEO-poisoned download → fileless PowerShell execution → registry run-key persistence → credential dumping via LSASS → data staged for exfil,DarkSide,suspected,60300.0,health,"VPN,customer_database,SSO,backup_systems",7.09,https://www.bfdi.bund.de/decisions/2025/05/INQ-2025-00306,https://unit42.paloaltonetworks.com/threat-brief-belfast-fabrication--2025/,gdpr_notification,1,73.32,Silver,,,2026-02-12 10:00:00+00:00,2026-02-12 10:00:00+00:00
2022-0401-001,ElevateDraft Construction Corp.,420367346.25,CA,23,,2816,True,ELEV.TO,2022-04-01,False,2022-04-11,2022-05-28,ransomware,phishing,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,FIN7,suspected,142768.0,financial,"email,cloud_infrastructure",64.87,https://www.mandiant.com/resources/blog/elevatedraft-constru-incident-response-2022,https://www.elevatedraft-construction.com/newsroom/2022/04/security-update,cybersecurity_firm,3,72.02,Silver,,,2026-02-12 10:00:00+00:00,2026-02-12 10:00:00+00:00
2025-0921-001,Endeavor Element Ventures Corp.,170306515.44,US,51,44-45,512,False,,2025-09-21,False,2025-10-22,2025-11-04,apt,,Zero-day exploit in edge device → fileless implant in memory → scheduled task persistence → low-and-slow data staging → encrypted exfiltration over DNS tunneling,Akira,probable,104844.0,health,"email,cloud_infrastructure,payment_systems,SCADA,CRM",47.69,https://www.endeavor-element-ventures.com/newsroom/2025/12/security-update,,company_pr,2,65.29,Bronze,,,2026-02-12 10:00:00+00:00,2026-02-12 10:00:00+00:00
2023-1009-002,Helix Vertex Medical Co.,329361213.33,US,62,44-45,1784,False,,2023-10-09,False,2023-10-13,2023-12-22,ransomware,,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,,,321127.0,mixed,"email,payment_systems",71.19,https://www.helix-vertex-medical-co.com/newsroom/2023/01/security-update,,company_pr,2,72.62,Silver,,,2026-02-12 10:00:00+00:00,2026-02-12 10:00:00+00:00
2023-1224-001,Keystone National Administration Inc.,4238549533.21,AE,92,,60890,False,,2023-12-24,False,2024-02-23,2024-04-27,apt,,Zero-day exploit in edge device → fileless implant in memory → scheduled task persistence → low-and-slow data staging → encrypted exfiltration over DNS tunneling,Play,unknown,9185.0,mixed,"payment_systems,cloud_infrastructure,SSO,ERP,HR_systems",17.41,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001845442&type=8-K&dateb=20230704&owner=include&count=10,,sec_filing,1,77.2,Silver,,,2026-02-12 10:00:00+00:00,2026-02-12 10:00:00+00:00
2024-0717-001,Newcastle Advisory Group Ltd.,8704124541.26,AU,52,,21925,True,NEW1.AX,2024-07-17,False,2024-08-19,2024-10-06,ransomware,,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,APT28,suspected,7154.0,mixed,"active_directory,payment_systems,VPN,customer_database",267.6,https://www.newcastle-advisory-group-.com/newsroom/2024/02/security-update,,company_pr,2,74.78,Silver,,,2026-02-12 10:00:00+00:00,2026-02-12 10:00:00+00:00
2021-0401-001,SparkAmp Utilities Group Inc.,4016745635.85,CZ,22,54,6840,True,SPAR.PR,2021-04-01,False,2021-04-07,2021-04-11,ransomware,apt,,,,1000.0,PII,"SCADA,manufacturing_OT",3.79,https://www.sparkamp-utilities-group-.com/newsroom/2021/09/security-update,https://www.bfdi.bund.de/decisions/2021/02/INQ-2021-00329,company_pr,2,93.77,Gold,,,2026-02-12 10:00:00+00:00,2026-02-12 10:00:00+00:00
2024-0517-002,FluxAmp Corp Corp.,291598506.99,CA,22,51,573,False,,2024-05-17,True,2024-06-20,2024-07-04,malware,,Trojanized installer via SEO-poisoned download → fileless PowerShell execution → registry run-key persistence → credential dumping via LSASS → data staged for exfil,BlackBasta,probable,422226.0,credentials,"cloud_infrastructure,file_servers,customer_database",67.88,https://www.edpb.europa.eu/decisions/2024/02/INQ-2024-00332,,gdpr_notification,1,76.68,Silver,,,2026-02-12 10:00:00+00:00,2026-02-12 10:00:00+00:00
2023-0218-001,Crown Mineral Energy Inc.,8659396600.17,AE,21,,28672,True,CME.DU,2023-02-18,False,2023-03-01,2023-05-02,malware,,,,,246915.0,mixed,"VPN,backup_systems,file_servers,CRM,manufacturing_OT",239.75,https://www.theregister.com/2023/06/23/crown-mineral-energy_security_incident/,,verified_media,4,76.03,Silver,,Cross-border incident; primary filing in PDPC jurisdiction,2026-02-12 10:00:00+00:00,2026-02-12 10:00:00+00:00
2025-0712-001,Timber Net Platforms Co.,32208739029.21,PL,51,56,96399,True,TNP.WA,2025-07-12,False,2025-10-12,2025-10-19,ransomware,,,Cl0p,probable,492158.0,mixed,"active_directory,email,file_servers,SSO,backup_systems",41.24,https://krebsonsecurity.com/2025/06/timber-net-platforms-breach-exposes-data/,,verified_media,4,51.75,Bronze,low_quality_score,,2026-02-12 10:00:00+00:00,2026-02-12 10:00:00+00:00
2022-0602-001,PathCella Diagnostics Co.,77156968.37,BE,62,,621,False,,2022-06-02,False,2022-06-16,2022-07-24,ransomware,,,Killnet,probable,491707.0,PII,"file_servers,active_directory,SCADA,CRM",7.58,https://www.bfdi.bund.de/decisions/2022/12/INQ-2022-00353,,gdpr_notification,1,54.25,Bronze,low_quality_score,Insider threat component confirmed alongside external intrusion,2026-02-12 10:00:00+00:00,2026-02-12 10:00:00+00:00
2025-0323-001,Nakamura Technologies Corp.,45642240866.38,US,51,,97390,True,NAK1,2025-03-23,False,2025-03-23,2025-04-05,ransomware,,,,,2452.0,mixed,"active_directory,CRM,ERP",46.67,https://www.nakamura-technologies-cor.com/newsroom/2025/02/security-update,,company_pr,2,63.91,Bronze,,,2026-02-12 10:00:00+00:00,2026-02-12 10:00:00+00:00
2025-1203-001,Phoenix Prism Ventures B.V.,466255284.86,NL,51,,988,True,PPV.AS,2025-12-03,False,2025-12-14,2026-02-16,apt,,,Scattered_Spider,suspected,39632.0,mixed,"SSO,active_directory,CRM,manufacturing_OT,payment_systems",43.94,https://www.cnil.fr/decisions/2025/07/INQ-2025-00359,,gdpr_notification,1,79.28,Silver,,Incident scope expanded during investigation; initial disclosure understated impact,2026-02-12 10:00:00+00:00,2026-02-12 10:00:00+00:00
2022-0123-001,Nashville Farms Group Inc.,333985997.49,US,11,,2244,False,,2022-01-23,False,2022-02-03,2022-03-06,apt,,Zero-day exploit in edge device → fileless implant in memory → scheduled task persistence → low-and-slow data staging → encrypted exfiltration over DNS tunneling,LockBit,suspected,65755.0,mixed,website,84.25,https://www.bleepingcomputer.com/news/security/nashville-farms-group-inc-hit-by-cyberattack-2022/,,verified_media,4,76.52,Silver,,,2026-02-12 10:00:00+00:00,2026-02-12 10:00:00+00:00
2022-0805-001,Matsuda Development Holdings Inc.,154301550.62,US,53,,598,False,,2022-08-05,False,2022-09-07,2022-12-06,ransomware,backdoor,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,Cuba_Ransomware,probable,1000.0,mixed,"file_servers,cloud_infrastructure,CRM,customer_database",89.19,https://www.matsuda-development-holdi.com/newsroom/2022/02/security-update,https://www.ico.org.uk/decisions/2022/12/INQ-2022-00363,company_pr,2,93.39,Gold,,,2026-02-12 10:00:00+00:00,2026-02-12 10:00:00+00:00
2024-0505-002,Ellis MedTech Corp.,838551076.92,CZ,62,,5210,True,ELLI.PR,2024-05-05,True,2024-08-08,2024-08-15,ransomware,,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,Hive,probable,1000.0,mixed,"backup_systems,CRM,email",33.72,https://www.bfdi.bund.de/decisions/2024/03/INQ-2024-00367,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001079049&type=8-K&dateb=20240211&owner=include&count=10,gdpr_notification,1,96.08,Gold,,,2026-02-12 10:00:00+00:00,2026-02-12 10:00:00+00:00
2024-0708-001,CapitalBond Advisory SE,330316664.42,DE,52,,1036,True,CAPI.DE,2024-07-08,False,2024-07-12,2024-08-30,apt,,,,,1652.0,credentials,"manufacturing_OT,file_servers,CRM,website,customer_database",774.73,https://therecord.media/2024/10/05/capitalbond-advisory-se-breached,https://blog.talosintelligence.com/2024/02/capitalbond-advisory-campaign.html,verified_media,4,76.23,Silver,,OT/ICS systems affected; physical operations suspended for 10 days,2026-02-12 10:00:00+00:00,2026-02-12 10:00:00+00:00
2022-1125-002,Patriot Wolverine Retail AG,31946109067.53,DE,44-45,,389373,True,PWR.DE,2022-11-25,False,2022-12-03,2023-01-27,ransomware,,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,,,29694.0,mixed,"customer_database,CRM,SCADA,VPN",32.36,https://www.edpb.europa.eu/decisions/2022/11/INQ-2022-00370,https://therecord.media/2022/12/13/patriot-wolverine-retail--breached,gdpr_notification,1,71.32,Silver,,,2026-02-12 10:00:00+00:00,2026-02-12 10:00:00+00:00
2022-0409-001,StreamCyber Communications Holdings Inc.,132367926.51,AT,51,,435,False,,2022-04-09,False,2022-04-20,2022-05-24,ransomware,,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,,,22504.0,financial,backup_systems,394.04,https://therecord.media/2022/06/07/streamcyber-communication-breached,,verified_media,4,68.46,Bronze,,OT/ICS systems affected; physical operations suspended for 7 days,2026-02-12 10:00:00+00:00,2026-02-12 10:00:00+00:00
2021-0117-001,TrustCommerce Financial Co. Ltd.,326937106.57,JP,52,,1233,True,TRUS.T,2021-01-17,False,2021-01-27,2021-03-17,ransomware,,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,,,20656.0,health,"backup_systems,email,active_directory,customer_database,cloud_infrastructure",40.54,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001250779&type=8-K&dateb=20210802&owner=include&count=10,,sec_filing,1,94.86,Gold,,,2026-02-12 10:00:00+00:00,2026-02-12 10:00:00+00:00
2024-0623-001,Azure Atlas Security Holdings Inc.,12182824266.71,US,51,,37418,True,AAS,2024-06-23,False,2024-07-10,2024-07-18,malware,,Trojanized installer via SEO-poisoned download → fileless PowerShell execution → registry run-key persistence → credential dumping via LSASS → data staged for exfil,Scattered_Spider,suspected,64102.0,IP,"VPN,customer_database,website,email,payment_systems",10.64,https://www.bfdi.bund.de/decisions/2024/02/INQ-2024-00378,,gdpr_notification,1,81.45,Silver,,,2026-02-12 10:00:00+00:00,2026-02-12 10:00:00+00:00
2023-1231-001,Okonkwo MedTech Ltd.,11221957962.99,AU,62,,63452,True,OKON.AX,2023-12-31,False,2024-01-10,2024-02-11,ransomware,malware,,Sandworm,suspected,15959.0,credentials,file_servers,75.69,https://www.bleepingcomputer.com/news/security/okonkwo-medtech-ltd-hit-by-cyberattack-2023/,https://www.crowdstrike.com/blog/okonkwo-medtech-ltd-intrusion-analysis-2023/,verified_media,4,85.49,Gold,,,2026-02-12 10:00:00+00:00,2026-02-12 10:00:00+00:00
2025-1221-001,CompositeForge Products Ltd.,5939133834.19,IE,31-33,,23797,True,COMP.IR,2025-12-21,False,2025-12-27,2026-01-15,ransomware,,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,APT29,unknown,285219.0,PII,"payment_systems,email",83.12,https://blog.talosintelligence.com/2025/02/compositeforge-produ-campaign.html,,cybersecurity_firm,3,93.84,Gold,,,2026-02-12 10:00:00+00:00,2026-02-12 10:00:00+00:00
2022-0626-001,Azure Redwood Financial Ltd.,335366453.02,AU,52,55,1278,False,,2022-06-26,False,2022-07-31,2022-08-09,apt,malware,Zero-day exploit in edge device → fileless implant in memory → scheduled task persistence → low-and-slow data staging → encrypted exfiltration over DNS tunneling,,,218610.0,credentials,HR_systems,65.79,https://www.bfdi.bund.de/decisions/2022/02/INQ-2022-00392,,gdpr_notification,1,80.23,Silver,,,2026-02-12 10:00:00+00:00,2026-02-12 10:00:00+00:00
2022-0811-001,Phoenix Rail Co.,961086323.27,NO,48-49,,4514,False,,2022-08-11,False,2022-10-13,2022-12-22,malware,,Trojanized installer via SEO-poisoned download → fileless PowerShell execution → registry run-key persistence → credential dumping via LSASS → data staged for exfil,Scattered_Spider,probable,82381.0,financial,payment_systems,47.12,https://www.crowdstrike.com/blog/phoenix-rail-co-intrusion-analysis-2022/,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001945686&type=8-K&dateb=20220822&owner=include&count=10,cybersecurity_firm,3,90.36,Gold,,,2026-02-12 10:00:00+00:00,2026-02-12 10:00:00+00:00
2024-0504-001,Valor Baltic Brands SE,16665382912.81,DE,44-45,,255533,False,,2024-05-04,False,2024-05-20,2024-05-31,ransomware,phishing,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,BianLian,probable,81523.0,financial,CRM,114.49,https://www.ico.org.uk/decisions/2024/02/INQ-2024-00395,,gdpr_notification,1,98.24,Gold,,,2026-02-12 10:00:00+00:00,2026-02-12 10:00:00+00:00
2025-0820-001,Kestrel Trust Advisory Holdings Inc.,86496023.56,BE,52,,419,True,KTA.BR,2025-08-20,False,2025-08-28,2025-10-03,ransomware,,,,,111293.0,PII,"SCADA,ERP,VPN,file_servers",104.99,https://www.kestrel-trust-advisory-ho.com/newsroom/2025/06/security-update,,company_pr,2,77.26,Silver,,,2026-02-12 10:00:00+00:00,2026-02-12 10:00:00+00:00
2022-0611-001,Harbor Beacon Outlets Group Inc.,15995150001.01,US,44-45,,91967,False,,2022-06-11,False,2022-06-28,2022-08-12,ransomware,,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,,,16069.0,PII,"HR_systems,file_servers,payment_systems,backup_systems",90.8,https://www.bleepingcomputer.com/news/security/harbor-beacon-outlets-gro-hit-by-cyberattack-2022/,https://www.ico.org.uk/decisions/2022/09/INQ-2022-00397,verified_media,4,98.07,Gold,,,2026-02-12 10:00:00+00:00,2026-02-12 10:00:00+00:00
2023-0904-001,Spartan Node Technologies AG,2940335850.68,CH,51,,5675,True,SNT.SW,2023-09-04,False,2023-09-05,2023-09-08,ransomware,,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,BianLian,unknown,9800.0,financial,"SSO,SCADA,file_servers,ERP,customer_database",10.85,https://www.bleepingcomputer.com/news/security/spartan-node-technologies-hit-by-cyberattack-2023/,,verified_media,4,74.53,Silver,,Previously breached in 2020; confirmed as separate campaign,2026-02-12 10:00:00+00:00,2026-02-12 10:00:00+00:00
2024-1031-001,LinkStream Technologies Ltd.,386002286.79,AU,51,,1022,False,,2024-10-31,False,2024-11-06,2024-11-13,malware,,Trojanized installer via SEO-poisoned download → fileless PowerShell execution → registry run-key persistence → credential dumping via LSASS → data staged for exfil,APT29,confirmed,3865675.0,credentials,manufacturing_OT,22.03,https://www.linkstream-technologies-l.com/newsroom/2024/09/security-update,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001611727&type=8-K&dateb=20240823&owner=include&count=10,company_pr,2,62.97,Bronze,,,2026-02-12 10:00:00+00:00,2026-02-12 10:00:00+00:00
2024-0429-001,Polaris Scholar Academy Holdings Co. Ltd.,626100825.4,JP,61,52,6330,False,,2024-04-29,False,2024-05-09,2024-05-16,ransomware,phishing,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,Sandworm,suspected,29924.0,IP,"HR_systems,customer_database,manufacturing_OT,CRM",43.3,https://www.aepd.es/decisions/2024/09/INQ-2024-00406,https://www.polaris-scholar-academy-h.com/newsroom/2024/05/security-update,gdpr_notification,1,71.53,Silver,,,2026-02-12 10:00:00+00:00,2026-02-12 10:00:00+00:00
2022-0109-001,Osprey Neuro Therapeutics AB,2294227355.03,SE,62,,26497,False,,2022-01-09,False,2022-01-23,2022-02-16,ransomware,,,,,402732.0,PII,ERP,766.75,https://www.edpb.europa.eu/decisions/2022/12/INQ-2022-00408,https://www.theregister.com/2022/06/14/osprey-neuro-therape_security_incident/,gdpr_notification,1,70.0,Silver,,,2026-02-12 10:00:00+00:00,2026-02-12 10:00:00+00:00
2024-0714-001,Kowalski Institute Inc.,396985015.86,US,61,44-45,4821,False,,2024-07-14,False,2024-09-16,2024-11-02,ransomware,supply_chain,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,,,2245.0,credentials,"HR_systems,VPN",38.45,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001051544&type=8-K&dateb=20241115&owner=include&count=10,,sec_filing,1,85.46,Gold,,,2026-02-12 10:00:00+00:00,2026-02-12 10:00:00+00:00
2024-1227-002,Atlanta Therapeutics Corp.,12193458596.34,US,62,,56828,True,ATL1,2024-12-27,False,2025-04-01,2025-06-06,ransomware,,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,Volt_Typhoon,unknown,4672448.0,mixed,"cloud_infrastructure,VPN,active_directory",76.27,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001527094&type=8-K&dateb=20240221&owner=include&count=10,,sec_filing,1,74.92,Silver,,,2026-02-12 10:00:00+00:00,2026-02-12 10:00:00+00:00
2025-0805-001,Nelson Computing Inc.,134419409.61,US,51,,245,False,,2025-08-05,False,2025-08-22,2025-09-29,ransomware,,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,,,322405.0,mixed,"file_servers,SSO,SCADA,cloud_infrastructure,backup_systems",11.92,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001940806&type=8-K&dateb=20250811&owner=include&count=10,https://www.crowdstrike.com/blog/nelson-computing-inc-intrusion-analysis-2025/,sec_filing,1,63.93,Bronze,,,2026-02-12 10:00:00+00:00,2026-02-12 10:00:00+00:00
2025-0917-003,LogicAcumen Partners S.A.,42561632.78,BR,54,,144,False,,2025-09-17,True,2026-03-18,2026-03-22,ransomware,,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,,,26715.0,PII,"VPN,manufacturing_OT,active_directory",96.29,https://www.bfdi.bund.de/decisions/2025/05/INQ-2025-00421,,gdpr_notification,1,93.79,Gold,,,2026-02-12 10:00:00+00:00,2026-02-12 10:00:00+00:00
2024-1026-002,Tampa Stores Corp.,87951155953.4,US,44-45,,641527,True,TAMP,2024-10-26,False,2024-11-12,2024-12-17,apt,,Zero-day exploit in edge device → fileless implant in memory → scheduled task persistence → low-and-slow data staging → encrypted exfiltration over DNS tunneling,RansomHub,suspected,5054.0,health,"email,cloud_infrastructure,customer_database,VPN",3.81,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001111642&type=8-K&dateb=20240627&owner=include&count=10,,sec_filing,1,71.11,Silver,,Third-party managed service provider was initial entry point,2026-02-12 10:00:00+00:00,2026-02-12 10:00:00+00:00
2023-1209-002,ProvidentFund Holdings Corp.,7745461210.59,CA,52,,20251,True,PROV.TO,2023-12-09,False,2023-12-28,2024-01-20,apt,,,Scattered_Spider,unknown,3024.0,PII,"VPN,backup_systems",13.2,https://www.bfdi.bund.de/decisions/2023/03/INQ-2023-00427,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001828079&type=8-K&dateb=20231016&owner=include&count=10,gdpr_notification,1,78.46,Silver,,,2026-02-12 10:00:00+00:00,2026-02-12 10:00:00+00:00
2021-0325-001,Cascade Digital Communications Co.,555407386.86,NO,51,,1178,False,,2021-03-25,False,2021-04-26,2021-04-28,ransomware,,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,,,23623.0,mixed,"SCADA,backup_systems,email,website",208.39,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001898650&type=8-K&dateb=20210803&owner=include&count=10,,sec_filing,1,85.49,Gold,,,2026-02-12 10:00:00+00:00,2026-02-12 10:00:00+00:00
2022-0315-001,Flynn Pharmaceuticals Co. Ltd.,36253095.63,JP,62,,434,False,,2022-03-15,False,2022-03-26,2022-05-29,ransomware,ddos,,,,612529.0,mixed,"HR_systems,email",37.72,https://www.cnil.fr/decisions/2022/09/INQ-2022-00434,,gdpr_notification,1,71.35,Silver,,,2026-02-12 10:00:00+00:00,2026-02-12 10:00:00+00:00
2021-0927-001,Bremen Labs AG,148897991262.01,DE,51,,314341,True,BREM.DE,2021-09-27,False,2021-10-13,2021-11-14,apt,malware,,,,29014.0,credentials,"file_servers,payment_systems,ERP",64.16,https://unit42.paloaltonetworks.com/threat-brief-bremen-labs-ag-2021/,https://www.edpb.europa.eu/decisions/2021/08/INQ-2021-00436,cybersecurity_firm,3,76.05,Silver,,,2026-02-12 10:00:00+00:00,2026-02-12 10:00:00+00:00
2021-0424-001,Irving Mining Group Ltd.,97188016.06,AU,21,,445,False,,2021-04-24,False,2021-05-04,2021-05-16,ransomware,,,Lazarus_Group,probable,147535.0,health,"manufacturing_OT,file_servers,website,CRM,cloud_infrastructure",24.19,https://www.edpb.europa.eu/decisions/2021/02/INQ-2021-00441,https://www.irving-mining-group-ltd.com/newsroom/2021/06/security-update,gdpr_notification,1,59.7,Bronze,low_quality_score,Previously breached in 2020; confirmed as separate campaign,2026-02-12 10:00:00+00:00,2026-02-12 10:00:00+00:00
2022-0610-001,Sterling Credit Partners Group PLC,235673872.9,GB,52,,506,False,,2022-06-10,False,2022-06-13,2022-07-16,apt,,,Akira,unknown,4164398.0,IP,"active_directory,VPN,backup_systems",121.48,https://www.sterling-credit-partners-.com/newsroom/2022/09/security-update,,company_pr,2,90.05,Gold,,,2026-02-12 10:00:00+00:00,2026-02-12 10:00:00+00:00
2022-0611-002,Ridge Sierra Systems Group Inc.,4131941919.33,PH,31-33,92,26033,True,RSS.PH,2022-06-11,False,2022-07-14,2022-09-22,ransomware,,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,Conti,suspected,549736525.0,financial,"cloud_infrastructure,manufacturing_OT,website,ERP,email",4.33,https://therecord.media/2022/07/09/ridge-sierra-systems-grou-breached,,verified_media,4,53.03,Bronze,low_quality_score,,2026-02-12 10:00:00+00:00,2026-02-12 10:00:00+00:00
2021-0224-002,LineDirect Group Co.,124051345.28,NO,42,,344,True,LINE.OL,2021-02-24,False,2021-03-29,2021-05-13,ransomware,malware,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,Hunters_International,unknown,142080.0,mixed,"website,backup_systems,SSO",61.32,https://unit42.paloaltonetworks.com/threat-brief-linedirect-group-co-2021/,,cybersecurity_firm,3,99.78,Gold,,,2026-02-12 10:00:00+00:00,2026-02-12 10:00:00+00:00
2021-0830-001,ReserveCrest Bank Holdings Inc.,2995861446.37,US,52,,6070,False,,2021-08-30,False,2021-10-03,2021-11-03,ransomware,,,,,33370.0,PII,ERP,264.95,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001869903&type=8-K&dateb=20210809&owner=include&count=10,,sec_filing,1,80.68,Silver,,,2026-02-12 10:00:00+00:00,2026-02-12 10:00:00+00:00
2021-1202-002,Pinnacle Zenith Platforms Co. Ltd.,3796151629.14,JP,51,,11969,False,,2021-12-02,True,2021-12-06,2021-12-22,apt,,Zero-day exploit in edge device → fileless implant in memory → scheduled task persistence → low-and-slow data staging → encrypted exfiltration over DNS tunneling,Cl0p,probable,6030618.0,credentials,"SCADA,backup_systems,CRM,active_directory",95.56,https://www.cnil.fr/decisions/2021/03/INQ-2021-00458,https://www.pinnacle-zenith-platforms.com/newsroom/2021/12/security-update,gdpr_notification,1,96.9,Gold,,,2026-02-12 10:00:00+00:00,2026-02-12 10:00:00+00:00
2025-0513-002,Richardson Biotech Corp.,955526002.99,US,62,,8722,False,,2025-05-13,False,2025-05-24,2025-07-01,ransomware,,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,,,27996.0,mixed,"active_directory,file_servers,manufacturing_OT,SSO,cloud_infrastructure",9.6,https://www.aepd.es/decisions/2025/11/INQ-2025-00462,https://krebsonsecurity.com/2025/09/richardson-biotech-c-breach-exposes-data/,gdpr_notification,1,63.48,Bronze,,,2026-02-12 10:00:00+00:00,2026-02-12 10:00:00+00:00
